"","Year","Month","Station","DIN","DIP","CHLFa","SIL","TN","TP","SAL","T","ZS"
"4825",2003,10,"R50",1.82,0.65,3.14,1.96,13.79,2.03,33.22,14.01,2.5
"4826",2003,10,"R70",2,0.65,2.5,4.7,14,1.36,33.29,14.44,1.8
"4828",2003,10,"SOEL",1.89,14.03,25.7,163.05,79.715,17.16,20.505,14.35,9
"4834",2003,10,"T235",0.43,0.16,2.06,1.32,6.71,0.61,34.83,12.43,1.9
"4835",2003,10,"VLIS",30.31,1.89333333333333,5.01333333333333,13.3466666666667,53.6166666666667,3.07666666666667,32.0866666666667,13.01,23.3333333333333
"4836",2003,10,"W02",17.64,0.94,4.66,8.19,35.29,1.74,32.43,11.2,14.8
"4837",2003,10,"W20",3.5,0.61,4.92,1.21,15.71,1.07,33.94,13.2,4.2
"4839",2003,10,"WISS",17.29,1.36,2.08,11.46,38.71,2.49,33.16,13.85,23
"4840",2003,10,"ZIJP",21.64,2.2,3.04,18.16,45.29,3.04,31.1,12.98,6
"4841",2003,10,"ZUID",39.715,3.165,7.51,39.16,77.5,5.54,30.59,11.175,31.5
"4842",2003,11,"DANT",24,0.94,23.7,14.28,104.36,7.1,30.89,6.05,149.5
"4844",2003,11,"G6",10.07,0.55,20,0.61,26.86,1.29,31.81,9,3.7
"4845",2003,11,"GROO",93.175,3.6,8.83,98.255,199.68,11.38,20.3,8.17,149
"4846",2003,11,"HAMM",19.43,1.32,1.64,10.32,33.57,1.68,32.57,8.63,4
"4847",2003,11,"HANS",76.57,3.55,2.5,40.94,106.36,5.13,22.64,8.95,24
"4848",2003,11,"HUIB",28.64,1.665,2.49,18.655,51.285,2.745,31.915,7.345,12.5
"4849",2003,11,"LODS",28.43,1.52,1.06,12.39,49.36,2.03,32.47,7.92,6
"4850",2003,11,"MARS",19.57,0.77,5.56,9.75,46.93,2.62,29.58,9.69,33
"4852",2003,11,"N10",18.29,0.71,5.9,6.37,30.93,1.16,31.59,10.32,4.3
"4853",2003,11,"N20",10.57,0.55,6.86,3.17,22.79,1.03,32.64,10.6,2
"4854",2003,11,"N70",0.21,0.23,2.96,0.32,9.5,0.55,34.92,12.02,2.3
"4856",2003,11,"SOEL",1.04,13.3,31,175.51,72.71,15.98,20.81,7.64,5
"4857",2003,11,"T004",6,0.42,13.2,2.71,29.93,1.68,32.94,8.88,15.9
"4858",2003,11,"T010",2.79,0.36,7.24,1.92,16.29,0.87,33.57,9.62,2.3
"4859",2003,11,"T100",3,0.55,0.84,4.45,11.36,0.9,34.38,12.33,1.9
"4860",2003,11,"T135",0.32,0.42,1.26,0.78,6.79,0.77,34.54,12.04,1.4
"4861",2003,11,"T175",0.32,0.42,2.3,1.46,9.14,0.87,34.74,12.13,0.9
"4862",2003,11,"T235",0.21,0.19,3.04,0.36,8.29,0.77,34.81,10.8,1.3
"4863",2003,11,"VLIS",32.93,1.745,4.57,13.19,50.465,2.52,31.85,9,13.15
"4864",2003,11,"W02",13.14,0.94,9.16,4.59,31.43,1.65,33.08,9.34,12.6
"4865",2003,11,"W20",11.43,1.03,3.96,2.74,24.07,1.42,33.53,10.64,3.6
"4866",2003,11,"W70",6.21,0.55,1.52,1.96,16.21,1.07,34.81,12.49,9.9
"4867",2003,11,"WISS",17.07,1.1,4.64,8.47,31.5,1.49,33.2,8.98,6
"4868",2003,11,"ZIJP",24.14,1.65,1.1,13.71,42.64,2,31.06,8.2,3
"4869",2003,11,"ZUID",37.64,1.745,5.71,28.495,72.32,4.505,30.71,8.325,51
"4870",2003,12,"DANT",34.21,0.84,9.06,18.33,106.43,7.72,29.76,4.37,226
"4871",2003,12,"DREI",13.21,0.81,1.6,6.62,32.21,1.49,31.85,6.35,1
"4872",2003,12,"G6",36.71,1.36,1.64,13.74,59.79,3.39,30.24,7.49,32.6
"4873",2003,12,"GROO",221.5,2.49,4.08,157.35,291.71,12.5,11.84,2.55,108
"4874",2003,12,"HAMM",18.5,1.03,0.82,7.94,30.14,1.36,32.59,6.54,7
"4875",2003,12,"HANS",162.14,4.81,1.26,60.16,198.71,7.91,21.44,6.8,42
"4876",2003,12,"HUIB",38.86,1.52,2.18,28.69,59.64,2.74,30.54,4.53,14
"4877",2003,12,"LODS",31.36,1.49,0.7,10.75,46.93,1.74,32.38,5.48,3
"4879",2003,12,"N02",68.29,1.52,0.86,26.95,82.71,2.16,25.63,6.83,6.9
"4880",2003,12,"N10",27.57,1.03,1.04,9.11,41.79,1.52,31.3,7.25,6.8
"4881",2003,12,"N20",20.57,0.94,0.96,6.05,35.57,1.52,32.16,7.56,4.9
"4882",2003,12,"N70",5.86,0.45,1.3,1.53,13.14,0.94,35.02,9.45,3.8
"4884",2003,12,"SOEL",11.86,13.24,28.8,174.08,79.36,15.18,20.59,5.08,4
"4891",2003,12,"VLIS",51,2.15,1.17,20.275,69.75,3.535,31.475,6.72,22
"4892",2003,12,"W02",22.86,1.23,1.86,8.65,42.93,3,32.8,6.95,27
"4893",2003,12,"W20",16,0.97,1.34,6.62,28.5,1.74,33.73,7.86,7.6
"4894",2003,12,"W70",4,0.42,0.74,2.56,10.21,0.84,35.04,10.3,2.9
"4895",2003,12,"WISS",25.29,1.45,1.24,10.54,39.86,2.2,32.99,6.81,13
"4896",2003,12,"ZIJP",30.64,1.55,0.6,14.45,45.93,1.81,31.4,6.2,2
"4897",2003,12,"ZUID",34.14,0.97,4.98,25.2,75.07,4.91,30.18,3.92,68
"4898",2004,1,"DANT",50.36,1.03,11.4,26.34,144.64,9.01,22.85,4.41,207
"4899",2004,1,"DREI",29.14,0.68,0.78,13.49,48.21,1.1,30.51,4.65,2
"4900",2004,1,"G6",35,1.52,1.56,13.49,53.79,4.17,31.16,5.44,25.6
"4901",2004,1,"GROO",325.86,2.23,3.4,154.5,439.29,12.14,10.12,3.95,236
"4902",2004,1,"HAMM",40.29,1.26,0.7,17.41,55.5,1.91,31.45,5.2,9
"4903",2004,1,"HANS",224,4.68,1.8,95.41,271.21,8.49,17.76,5.66,58
"4904",2004,1,"HUIB",32.93,1.32,1.98,15.38,56.14,2.62,30.94,4.64,22
"4905",2004,1,"LODS",29.57,0.9,0.84,10.4,42.64,1.52,30.74,4.86,8
"4906",2004,1,"MARS",40.79,1.03,1.62,16.55,67.21,1.65,28.9,5.03,31
"4907",2004,1,"N02",46.93,1.29,0.96,17.02,66.5,2.39,29.93,6.37,18.1
"4908",2004,1,"N10",33.64,1.1,0.72,11.68,46.07,1.52,31.39,6.58,4.6
"4909",2004,1,"N20",21.36,0.94,0.92,6.76,31.29,1.32,32.79,6.81,3.6
"4910",2004,1,"N70",6.93,0.55,0.82,2.71,14.29,1.03,34.89,8.22,4.1
"4912",2004,1,"SOEL",155.21,11.17,14,196.51,209,13.72,16.13,5.2,3
"4919",2004,1,"VLIS",61.965,1.66,1.88,25.35,94.535,4.215,30.265,5.395,77
"4920",2004,1,"W02",29.64,1.26,2.72,12.28,72.43,6.01,32.48,5.11,120.6
"4921",2004,1,"W20",24.36,1,1.76,12.78,42.57,2.36,33.45,6.02,27.8
"4922",2004,1,"W70",9.36,0.58,0.62,4.7,16.79,1,35.02,8.97,6.4
"4923",2004,1,"WISS",33.29,1.23,1.18,14.6,52,2.78,32.03,5.38,35
"4924",2004,1,"ZIJP",37.64,1.23,0.54,16.8,50,1.55,28.9,5.05,4
"4925",2004,1,"ZUID",50.21,1.52,5.48,29.16,110.71,6.13,28.24,3.95,107
"4927",2004,2,"DREI",50.21,0.61,2.38,17.44,70.36,1.07,31.27,6.08,2
"4930",2004,2,"HAMM",53.07,1.13,1.04,21.61,68.79,1.65,32.57,6.15,11
"4931",2004,2,"HANS",313.07,4.23,1.3,120.33,361.86,7.85,13.27,6.39,44
"4933",2004,2,"LODS",60.64,0.97,0.94,23.21,78.64,1.39,32.04,6.07,5
"4936",2004,2,"SOEL",167.57,10.4,19.2,196.87,229.79,11.88,16.43,6.31,4
"4948",2004,2,"ZIJP",75.14,1.78,0.62,28.91,93.14,2.03,30.16,6.06,3
"4951",2004,3,"DREI",28.2133333333333,0.5,9.82666666666667,1.93666666666667,54.43,1.24666666666667,30.24,5.87666666666667,2.33333333333333
"4952",2004,3,"G6",33.43,0.52,14.4,4.77,50.79,1.55,31.82,5.79,10.1
"4953",2004,3,"GROO",278.856666666667,2.05666666666667,3.66666666666667,121.276666666667,358.213333333333,6.13333333333333,9.95333333333333,6.76,98.6666666666667
"4954",2004,3,"HAMM",46.64,0.84,1.92,16.08,59.4066666666667,1.25,31.05,5.79666666666667,6.66666666666667
"4955",2004,3,"HANS",277.07,3.75,2.02,105.38,325.36,7.75,15.23,5.34,51
"4956",2004,3,"HUIB",64.6433333333333,0.783333333333333,5.26,19.01,86.5233333333333,1.71,29.4833333333333,5.19,21.3333333333333
"4957",2004,3,"LODS",50.0266666666667,0.646666666666667,2.82666666666667,12.65,66.0733333333333,1.04333333333333,30.2933333333333,5.78,4.66666666666667
"4960",2004,3,"N10",34.93,0.485,8.35,7.925,50.855,1.13,31.59,5.685,9.25
"4961",2004,3,"N20",21.575,0.275,12.3,2.525,36.64,0.89,32.805,5.74,4.95
"4962",2004,3,"N70",6.605,0.305,2.99,1.085,14.5,0.665,35,6.51,2.95
"4964",2004,3,"SOEL",119.19,7.29666666666667,18.1933333333333,147.263333333333,177.666666666667,8.75,16.1933333333333,5.75333333333333,4.66666666666667
"4965",2004,3,"T004",27.825,0.305,7.34,3.365,43.895,1.16,32.25,5.355,12.05
"4966",2004,3,"T010",18,0.29,4.7,3.075,30.32,0.825,33.35,5.575,4.55
"4967",2004,3,"T100",5.395,0.565,1,3.72,12.965,0.92,34.75,5.86,2.7
"4968",2004,3,"T135",5.07,0.48,0.85,3.095,12.285,0.87,34.8,5.995,2.45
"4969",2004,3,"T175",3.82,0.39,1.39,2.58,10.645,0.89,34.685,5.65,2.3
"4970",2004,3,"T235",2.625,0.305,2.21,0.625,9.965,5.005,34.95,5.915,3.9
"4972",2004,3,"W02",51.93,0.9,7.48,14.7,73.57,2.32,31.12,5.78,34.6
"4973",2004,3,"W20",37.36,0.74,5.14,9.93,49.71,1.26,32.33,5.42,7.4
"4974",2004,3,"W70",9.29,0.45,0.94,2.53,16.14,0.77,35.04,6.95,2.9
"4975",2004,3,"WISS",41.3566666666667,0.783333333333333,3.38666666666667,13.74,57.14,1.7,31.3233333333333,5.81333333333333,19.3333333333333
"4976",2004,3,"ZIJP",64.6166666666667,0.786666666666667,2.98666666666667,19.01,77.9533333333333,1.16,29.1866666666667,5.94333333333333,3
"4977",2004,3,"ZUID",59.5233333333333,0.83,18.18,21.2066666666667,100.096666666667,3.2,28.7533333333333,5.63,46.3333333333333
"4978",2004,4,"DANT",4.43,0.28,21.8,5.465,53.5,2.73,30.225,11.86,47.5
"4979",2004,4,"DREI",11.89,0.08,3.54,1.655,36.43,0.9,30.32,11.98,2
"4980",2004,4,"G6",34.36,0.06,31.2,0.36,65.36,1.29,29.92,8.93,10.7
"4981",2004,4,"GROO",166.605,2.44,6.31,89,235.535,5.62,12.82,12.675,93
"4982",2004,4,"HAMM",33.535,0.3,8.4,2.225,50.18,0.87,32.035,10.015,4
"4983",2004,4,"HANS",245.29,3.42,4.66,87.22,293.57,7.2,17.85,9.32,71
"4984",2004,4,"HUIB",28,0.08,19.3,1.46,58.32,1.11,29.16,10.32,9.5
"4985",2004,4,"LODS",41.36,0.605,4.28,3.7,59.86,1.18,30.87,10.425,3
"4986",2004,4,"MARS",35.145,0.12,23.5,0.855,61.82,1.21,29.58,8.6,12.5
"4987",2004,4,"N02",28.82,0.06,7.19,0.835,49.96,0.89,30.05,10.075,4.3
"4988",2004,4,"N10",26.895,0.0875,10.895,0.765,47.5175,0.785,30.515,8.77,5.1
"4989",2004,4,"N20",20.145,0.06,4.28,0.855,36.68,0.485,31.01,9.585,2.1
"4990",2004,4,"N70",4.035,0.045,2.37,0.555,15.035,0.45,34.935,8.78,2.15
"4991",2004,4,"R03",43.86,0.23,32.4,0.82,86.07,2.84,29.37,8.3,51.2
"4992",2004,4,"R50",3.5,0.06,9.32,1,19.57,0.36,33.68,7.25,3.8
"4993",2004,4,"R70",3.43,0.13,7.32,2.71,15.36,0.58,34.4,7,2.1
"4996",2004,4,"T004",6.425,0.115,15.16,0.96,35.5,0.675,32.595,9.8,7.25
"4997",2004,4,"T010",4.93,0.08,7.54,0.87,22.82,0.53,33.205,9.065,3.5
"4998",2004,4,"T100",2.5,0.275,0.98,2.1,10,0.63,34.81,8.835,2.2
"4999",2004,4,"T135",1.605,0.24,0.53,1.1,9.175,0.58,34.835,8.785,1.55
"5000",2004,4,"T175",0.21,0.145,0.3,1.195,7.785,0.435,34.87,8.515,0.75
"5001",2004,4,"T235",0.21,0.145,1.01,1.035,15.39,0.53,35.04,8.8,2.8
"5003",2004,4,"W02",33.07,0.29,12.8,1.5,55.57,1.26,32.08,9.18,14.3
"5004",2004,4,"W20",11.71,0.06,21,0.36,31.93,0.68,33.48,8.73,3.7
"5005",2004,4,"W70",7.79,0.29,3.48,0.75,15.93,0.58,34.93,8.43,2.1
"5006",2004,4,"WISS",29.75,0.345,10.42,3.065,48.18,1.005,32.525,9.86,7
"5007",2004,4,"ZIJP",56.425,0.47,6.56,6.41,74.54,1.015,29.325,10.4,2
"5008",2004,4,"ZUID",10.25,0.305,21.8,6.945,71.895,3.58,29.265,11.48,52.5
"5009",2004,5,"DANT",4.395,0.42,17.05,1.48,53.785,3.345,31.56,13.66,54.5
"5010",2004,5,"DREI",3,0.155,6.4,3.165,33.075,1.515,30.405,14.97,2.5
"5011",2004,5,"G6",11.79,0.1,15.4,3.31,45,1.19,31.16,11.6,10.1
"5012",2004,5,"GROO",129.39,3.115,8.46,74.23,201.895,6.265,14.385,15.03,108
"5013",2004,5,"HAMM",10.145,0.25,5.18,3.595,32.105,0.92,31.875,13.67,3.5
"5015",2004,5,"HUIB",16.215,0.155,5.41,1.23,43.07,1.02,29.595,13.645,4.5
"5016",2004,5,"LODS",14.96,0.2,6.73,3.49,40.965,1.275,31.145,14.12,8
"5017",2004,5,"MARS",17.68,0.135,17.8,1.635,73.5,1.55,27.81,12.36,63.5
"5019",2004,5,"N10",20.125,0.1225,8.63,1.255,45.1425,0.825,30.9525,11.8275,3.625
"5020",2004,5,"N20",12.93,0.04,9.6,1.065,30.89,0.675,31.885,11.93,4.05
"5022",2004,5,"R03",0.86,0.1,7.22,2.56,28.5,1.16,31.38,12.86,9.6
"5023",2004,5,"R50",0.46,0.06,7.3,2.03,20.43,0.61,33.67,10.27,5.5
"5024",2004,5,"R70",0.21,0.06,8.14,1.99,17.5,0.45,33.92,10.06,4.3
"5026",2004,5,"SOEL",3.805,4.78,12.4,81.35,70.32,7.41,18.17,15.435,4
"5029",2004,5,"T100",0.21,0.045,1.06,0.53,8.075,0.435,34.56,10.235,1.05
"5030",2004,5,"T135",0.39,0.16,2.02,0.41,9.645,0.55,34.77,10.345,0.85
"5031",2004,5,"T175",0.21,0.13,0.45,0.605,6.07,0.55,34.835,10.105,2.05
"5032",2004,5,"T235",0.21,0.1,0.73,1.175,5.93,0.485,34.97,10.19,1.55
"5034",2004,5,"W02",0.21,0.1,19.4,2.63,49.71,1.87,32.74,11.94,36.9
"5035",2004,5,"W20",0.21,0.03,9.54,1.53,27.07,0.48,33.44,11.43,9.2
"5036",2004,5,"W70",0.21,0.02,8.56,0.28,8.29,0.36,35.09,10.37,2.3
"5037",2004,5,"WISS",5.25,0.08,6.07,2.42,29.535,0.955,32.355,13.18,3.5
"5038",2004,5,"ZIJP",27.425,0.25,7.44,4.005,53.535,1.305,29.86,14.11,2.5
"5040",2004,6,"DANT",3.575,0.405,27.6,4.575,71.855,4.05,30.98,18.07,98.5
"5041",2004,6,"DREI",0.46,0.52,4.24,1.39,29.57,1.78,30.38,19.17,3
"5042",2004,6,"G6",10.64,0.39,0.88,4.52,31.71,1.32,30.68,16.18,8.1
"5043",2004,6,"GROO",87.965,3.94,11.9,82.95,201.965,10.93,19.04,16.83,246
"5044",2004,6,"HAMM",6.36,0.48,4.6,4.27,25.93,1.36,32.14,17.53,5
"5045",2004,6,"HANS",140.853333333333,3.41333333333333,8.38666666666667,15.3433333333333,176.473333333333,4.95333333333333,21.6666666666667,17.6866666666667,25
"5046",2004,6,"HUIB",10.11,0.63,8.56,3.365,40.32,1.745,31.54,16.1,10.5
"5047",2004,6,"LODS",3.07,0.48,2.82,3.56,24.21,1.39,31.27,18.97,3
"5048",2004,6,"MARS",13.285,0.135,13.38,1.46,46.57,1.47,30.075,15.45,13
"5049",2004,6,"N02",33.355,0.6,3.07,10.5,55.43,1.52,27.425,16.39,7.15
"5050",2004,6,"N10",19.53,0.388,2.42,6.808,38.67,1.098,29.68,15.35,8.46
"5051",2004,6,"N20",16,0.275,1.22,5.73,31.605,0.87,30.445,15.235,6.1
"5052",2004,6,"N70",0.21,0.045,1.37,0.695,10.39,0.435,35.005,13.7,4.15
"5053",2004,6,"R03",7.57,0.36,10,0.96,48.57,3.07,31.45,16.61,32.2
"5054",2004,6,"R50",2.86,0.03,0.62,1.35,13.57,0.52,33.65,12.98,1.7
"5055",2004,6,"R70",1.32,0.06,0.86,1.1,12.64,0.55,33.9,12.69,2.9
"5057",2004,6,"SOEL",1.14,6.75,13.8,102.53,70.14,9.82,20.96,19.28,5
"5058",2004,6,"T004",1.73,0.145,20.77,0.57,22.965,1,32.97,15.28,13.65
"5059",2004,6,"T010",1.68,0.045,7.4,0.87,18.355,0.63,33.535,14.745,2.7
"5060",2004,6,"T100",0.21,0.08,0.27,0.5,7.82,0.39,34.605,13.695,7.95
"5061",2004,6,"T135",0.21,0.08,0.42,0.495,6.82,0.45,34.78,13.6,2.35
"5062",2004,6,"T175",0.21,0.145,0.19,0.675,7.5,0.42,34.835,13.355,5.75
"5063",2004,6,"T235",0.21,0.21,0.23,0.815,7.425,0.63,34.965,13.025,11
"5065",2004,6,"W02",1.36,0.13,4.84,1.92,23.14,0.97,32.18,16.74,6.5
"5066",2004,6,"W20",1.57,0.06,7.44,3.03,17.64,0.81,32.66,15.58,17
"5067",2004,6,"W70",0.21,0.06,2.82,0.75,10,0.39,35.01,13.27,1.4
"5068",2004,6,"WISS",6.64,0.45,4.64,3.2,26.21,1.55,32.22,17.16,11
"5069",2004,6,"ZIJP",1.11,0.08,14.6,0.78,32.79,1.39,29.52,19.33,2
"5070",2004,6,"ZUID",4.305,1.325,18.8,12.035,45.035,3.97,31.87,16.655,48.5
"5071",2004,7,"DANT",3.535,0.485,29.6,2.935,66.14,4.57,29.1,18.185,104.5
"5072",2004,7,"DREI",0.89,0.63,5.28,10.235,36.89,2.065,31.095,20.11,4
"5074",2004,7,"GROO",72,4.105,13,96.655,154.395,9.77,16.35,16.505,116
"5075",2004,7,"HAMM",7.07,0.805,4.34,4.685,26.71,1.55,32.39,17.965,7
"5076",2004,7,"HANS",122.64,4.035,4.87,13.4,152.395,5.295,22.885,18.875,13
"5077",2004,7,"HUIB",12.57,0.935,7.39,6.335,39.32,1.94,30.715,17.385,10.5
"5078",2004,7,"LODS",3.25,0.87,3.86,4.66,24.965,1.63,31.975,18.015,5
"5079",2004,7,"MARS",10.7366666666667,0.38,8.26,1.89666666666667,44.0733333333333,2.84,29.2766666666667,17.4533333333333,34.3333333333333
"5080",2004,7,"N02",11.64,0.355,6.92,4.235,31.25,1.39,29.845,18.24,8.7
"5081",2004,7,"N10",7.695,0.3125,5.725,1.9575,26.68,1.265,30.725,17.77,9.075
"5082",2004,7,"N20",1.735,0.115,3.21,0.675,16.575,0.675,32.045,17.765,3.15
"5083",2004,7,"N70",0.32,0.1,0.65,1.175,8.035,0.39,34.975,16.27,1.2
"5084",2004,7,"R03",5.57,0.52,13.6,2.35,42.71,2.87,31.27,16.07,36
"5085",2004,7,"R50",0.86,0.06,3.04,0.82,13.79,0.48,34.07,15.67,3.4
"5086",2004,7,"R70",0.5,0.06,2.12,0.43,13.07,0.48,34.57,15.4,1.6
"5088",2004,7,"SOEL",0.645,5.875,13.6,75.29,52.32,8.975,25.575,19.125,5
"5089",2004,7,"T004",1.5,0.18,5.17,0.675,17.535,0.9,32.225,17.295,4.1
"5090",2004,7,"T010",0.71,0.13,4.69,0.41,15.645,0.725,32.695,17.05,1.9
"5091",2004,7,"T100",0.57,0.225,0.34,0.96,9.605,0.545,34.64,15.41,2
"5092",2004,7,"T135",0.395,0.18,0.36,0.815,6.465,0.42,34.805,15.185,0.85
"5093",2004,7,"T175",0.21,0.18,0.13,0.605,5.395,0.31,34.845,15.2,0.85
"5094",2004,7,"T235",0.21,0.19,0.61,1.14,8.285,0.58,34.95,15.145,1.3
"5095",2004,7,"VLIS",30.31,1.29333333333333,7.78666666666667,6.55,65.9766666666667,3.42333333333333,31.94,18.6633333333333,61.3333333333333
"5096",2004,7,"W02",6.29,0.45,6.6,3.38,27.5,1.65,33.2,17.07,17.9
"5097",2004,7,"W20",1,0.16,1.94,1.6,13.64,0.71,34.21,16.86,3
"5098",2004,7,"W70",0.21,0.06,1.24,0.64,6.93,0.36,34.83,15.83,1.1
"5099",2004,7,"WISS",10.215,0.725,5.17,5.125,31.215,1.84,33.18,17.865,14.5
"5100",2004,7,"ZIJP",3.16,0.73,9.65,1.975,31.465,1.695,29.815,17.985,4
"5101",2004,7,"ZUID",5.285,1.29,22.9,8.085,51.18,3.36,30.25,16.67,37.5
"5102",2004,8,"DANT",12.55,1.16,19.3,9.025,64.785,5.665,29.125,19.59,99
"5103",2004,8,"DREI",0.61,1.18,8.7,8.775,36.895,3.05,30.79,22.33,3
"5104",2004,8,"G6",0.29,0.52,1.4,2.53,18.57,1.36,32.05,20.7,3.1
"5106",2004,8,"HAMM",7.5,1.18,3.48,7.655,29.175,2.13,32.69,21.015,7.5
"5107",2004,8,"HANS",63.75,3.005,4.44,17.655,155.43,6.75,22.555,21.255,12.5
"5109",2004,8,"LODS",4.965,1.6,4.11,8.525,30.215,2.585,31.885,21.59,3
"5110",2004,8,"MARS",2.68,0.42,7.58,2.01,23.89,1.435,30.59,19.49,11.5
"5113",2004,8,"N20",0.46,0.115,3.57,0.625,13.57,0.66,33.34,19.355,1.65
"5114",2004,8,"N70",0.21,0.06,1.81,0.31,7.785,0.36,34.87,18.24,1.05
"5115",2004,8,"R03",17.64,1.84,6.68,14.88,46.64,3.29,29.98,21.95,17.1
"5116",2004,8,"R50",0.36,0.1,1.94,1.21,10.79,0.58,33.56,18.95,2.7
"5117",2004,8,"R70",0.29,0.06,1.18,1.17,10.57,0.55,33.97,18.52,2.5
"5119",2004,8,"SOEL",0.656666666666667,6.39333333333333,21.1333333333333,103.713333333333,69.12,12.13,26.2,21.2166666666667,9
"5120",2004,8,"T004",0.21,0.16,4.02,0.435,14.32,0.77,32.89,19.555,1.65
"5121",2004,8,"T010",0.285,0.16,3.6,0.64,11.535,0.645,33.255,19.275,1.45
"5122",2004,8,"T100",0.21,0.115,0.39,1.245,6.18,0.465,34.65,18.045,1.15
"5123",2004,8,"T135",0.21,0.1,0.37,0.24,6.07,0.37,34.75,18.18,0.75
"5124",2004,8,"T175",0.21,0.1,0.3,0.385,5.21,0.34,34.87,17.965,3.5
"5125",2004,8,"T235",0.21,0.145,0.48,0.94,5.575,0.465,34.935,17.35,2.15
"5127",2004,8,"W02",4.29,0.58,4.18,4.95,20.36,1.29,33.38,21.13,5.3
"5128",2004,8,"W20",3.57,0.52,2.62,4.7,17.5,1.03,33.78,20.23,2.6
"5129",2004,8,"W70",0.21,0.1,1.28,0.85,9.93,0.42,34.98,17.78,1
"5130",2004,8,"WISS",6.355,0.875,3.14,6.785,26.535,1.855,33.46,20.615,12.5
"5131",2004,8,"ZIJP",5.79,1.585,4.04,6.32,36.715,2.81,30.58,21.32,3
"5133",2004,9,"DANT",14.68,0.63,16.24,8.26,59.965,4.715,28.7,14.93,112.5
"5136",2004,9,"GROO",75.25,5.18,6.22,105.02,161.535,10.415,18.54,14.85,90
"5137",2004,9,"HAMM",19.0233333333333,1.73333333333333,2.18,15.14,41.2866666666667,2.66,32.7133333333333,17.4566666666667,13
"5139",2004,9,"HUIB",20.785,1.26,5.53,16.625,51.965,2.615,30.215,15.84,16.5
"5140",2004,9,"LODS",20.1666666666667,2.04666666666667,1.68666666666667,14.5,46.0733333333333,2.87333333333333,32.2433333333333,17.0466666666667,5
"5141",2004,9,"MARS",10.925,0.545,4.26,5.61,39,1.94,30.13,15.915,27.5
"5142",2004,9,"N02",35.79,1.32,3.56,21.57,51.43,2.2,28.37,15.39,10
"5143",2004,9,"N10",16.61,0.965,3.53,12.425,34.715,1.84,31.715,17.24,11.05
"5144",2004,9,"N20",10.29,0.61,3.9,8.12,23.29,1.19,32.72,15.81,4.4
"5145",2004,9,"N70",0.21,0.1,6.38,1.32,9.93,0.48,35.01,16.27,6.6
"5146",2004,9,"R03",22,1.07,6.44,16.98,49.86,3.1,29.83,13.7,27.3
"5147",2004,9,"R50",2.57,0.36,1.28,2.99,12.79,1,34.21,15.76,10.7
"5148",2004,9,"R70",6.07,0.45,1.32,6.55,17.64,1.1,34.12,15.78,12.3
"5151",2004,9,"T004",2.14,0.26,6.04,2.06,14.93,1.29,34.09,15.44,5.5
"5152",2004,9,"T010",0.21,0.13,3.48,1.92,12.93,0.65,34.7,15.72,3.9
"5153",2004,9,"T100",1.93,0.39,1.78,4.34,11.57,0.71,34.9,14.98,8.2
"5154",2004,9,"T135",1.71,0.45,1.7,4.24,8.43,0.71,34.92,14.72,12.1
"5155",2004,9,"T175",0.96,0.29,1.1,2.49,8.57,0.61,34.91,14.34,1.9
"5156",2004,9,"T235",0.43,0.13,0.68,1.35,5.14,0.39,35.08,13.97,1.3
"5158",2004,9,"W02",21.71,1.32,1.96,15.02,40.21,3.78,33.36,15.38,34
"5160",2004,9,"W70",1.32,0.13,3.14,2.63,14.21,0.68,35.03,16.61,24.4
"5161",2004,9,"WISS",16.9966666666667,1.43333333333333,2.69333333333333,12.47,38.55,2.60333333333333,33.07,17.48,29
"5162",2004,9,"ZIJP",21.2366666666667,2.39,2.58,18.3566666666667,44,3.11,30.97,17.2333333333333,3.33333333333333
"5164",2004,10,"DANT",28.535,0.74,15,8.6,107.425,6.555,27.76,10.53,177
"5165",2004,10,"DREI",6.29,1.07,2.32,6.37,30.93,2,31.27,12.21,0.5
"5166",2004,10,"G6",26.21,1.49,3.42,15.66,54.64,3.16,33.38,12.63,47.1
"5168",2004,10,"HAMM",25.93,1.81,1.7,17.19,45.57,2.58,32.77,13.41,8
"5171",2004,10,"LODS",32,2,1.2,16.91,56.71,2.91,32.49,12.46,6
"5172",2004,10,"MARS",23.465,1.035,4.87,10.625,48.21,2.31,29.59,12.445,31.5
"5173",2004,10,"N02",35.93,1.42,2.5,17.76,53.93,2.32,30.87,12.95,13.9
"5174",2004,10,"N10",27.07,1.23,2.22,14.99,39.71,1.74,32.13,13.04,8.5
"5175",2004,10,"N20",16.29,0.94,2.56,8.79,29.71,1.39,33.4,13.31,4.7
"5177",2004,10,"R03",28.36,1.42,6.22,18.87,74.21,4.81,30.54,10.64,67.3
"5178",2004,10,"R50",2.29,0.23,4.22,2.46,17.57,0.68,34.41,13.43,15.4
"5179",2004,10,"R70",5.07,0.39,1.46,3.63,15.36,0.77,34.43,13.78,6.6
"5182",2004,10,"T004",8.79,0.36,4.4,2.14,25.71,1.03,32.97,12.49,8.7
"5183",2004,10,"T010",4.14,0.23,2.62,1.78,17.79,0.68,33.93,13.25,3.7
"5184",2004,10,"T100",1.57,0.45,0.88,4.06,9.86,0.71,34.77,13.79,2.4
"5185",2004,10,"T135",0.71,0.36,2.52,3.24,8.64,0.65,34.92,13.8,7.8
"5186",2004,10,"T175",0.57,0.36,3.2,2.49,8.71,0.65,34.91,13.65,1.5
